User ID,Clothing ID,Age,Review Text,Rating,Recommended IND,Positive Feedback Count,Class Name
2338,2189,24,Would buy again!,2,0,10,Shorts
2339,2994,39,Not worth the price.,3,0,19,T-shirt
2340,2683,20,"Great quality, loved it!",1,1,8,Jacket
2341,2488,49,Highly recommended!,4,0,11,Shorts
2342,2255,46,Color faded after first wash.,4,1,7,Dress
2343,2494,29,"Great quality, loved it!",3,0,5,Jeans
2344,2966,30,Not worth the price.,1,1,18,Blouse
2345,2045,41,Amazing fit and stylish.,4,1,13,Skirt
2346,2113,49,Perfect for summer.,1,0,10,T-shirt
2347,2216,45,"Great quality, loved it!",2,1,20,Skirt
2348,2041,48,Color faded after first wash.,1,1,6,Sweater
2349,2864,21,Fabric is soft and comfortable.,5,1,9,Sweater
2350,2006,55,Material feels cheap.,2,1,15,Blouse
2351,2292,23,Would buy again!,2,1,16,Shirt
2352,2731,26,Not worth the price.,4,0,20,Jacket
2353,2286,28,Highly recommended!,2,1,14,Sweater
2354,2608,22,Perfect for summer.,2,0,19,Blouse
2355,2095,23,Highly recommended!,3,1,0,Shirt
2356,2338,30,Amazing fit and stylish.,3,0,4,Blouse
2357,2468,25,Highly recommended!,2,1,19,Pants
2358,2086,20,Not worth the price.,5,1,17,Skirt
2359,2740,27,Highly recommended!,4,0,20,T-shirt
2360,2556,38,Amazing fit and stylish.,5,0,18,Skirt
2361,2590,26,Would buy again!,5,1,0,Blouse
2362,2545,20,Would buy again!,2,1,3,Sweater
2363,2936,49,Perfect for summer.,5,0,17,Pants
2364,2858,18,Highly recommended!,3,1,9,Pants
2365,2904,35,Amazing fit and stylish.,5,0,0,Jacket
2366,2689,23,Not worth the price.,4,1,19,Shirt
2367,2544,54,Size was too small.,1,0,5,Jeans
2368,2486,47,Amazing fit and stylish.,3,0,3,Dress
2369,2115,30,Amazing fit and stylish.,5,1,3,Jeans
2370,2580,60,Perfect for summer.,1,0,2,Jacket
2371,2494,26,"Great quality, loved it!",5,0,2,Shorts
2372,2109,48,Amazing fit and stylish.,5,1,4,Jeans
2373,2616,42,Size was too small.,1,1,17,Skirt
2374,2484,22,Not worth the price.,5,0,8,Pants
2375,2517,40,Perfect for summer.,3,0,20,Dress
2376,2290,34,Material feels cheap.,3,1,2,Shirt
2377,2020,54,Fabric is soft and comfortable.,1,1,11,Jacket
2378,2127,48,"Great quality, loved it!",5,0,9,Shirt
2379,2734,54,Size was too small.,5,1,14,Dress
2380,2117,21,Fabric is soft and comfortable.,3,1,16,T-shirt
2381,2269,58,Material feels cheap.,1,0,11,Sweater
2382,2584,43,Material feels cheap.,2,0,13,Dress
2383,2329,26,Not worth the price.,3,1,13,Skirt
2384,2509,32,Would buy again!,4,1,4,Jacket
2385,2781,37,Size was too small.,2,1,8,Pants
2386,2636,44,Fabric is soft and comfortable.,3,0,19,Sweater
2387,2514,48,"Great quality, loved it!",1,0,6,Shorts
2388,2672,23,Would buy again!,5,1,15,Jacket
2389,2684,55,Material feels cheap.,1,1,8,Dress
2390,2141,43,Size was too small.,3,0,15,Jeans
2391,2139,23,Highly recommended!,2,1,16,Pants
2392,2677,39,Color faded after first wash.,3,1,12,Shorts
2393,2696,49,Color faded after first wash.,3,0,8,Jacket
2394,2873,37,Color faded after first wash.,1,0,4,Pants
2395,2171,32,Color faded after first wash.,5,1,17,Jeans
2396,2386,20,Material feels cheap.,2,1,3,Dress
2397,2789,59,Color faded after first wash.,3,0,9,Shorts
2398,2666,51,Color faded after first wash.,5,0,17,Shorts
2399,2052,37,Fabric is soft and comfortable.,4,0,1,Sweater
2400,2550,23,Perfect for summer.,4,0,1,Pants
2401,2590,26,Perfect for summer.,3,0,12,Dress
2402,2036,48,Highly recommended!,3,1,2,Shirt
2403,2966,42,Amazing fit and stylish.,4,0,2,Dress
2404,2154,52,Would buy again!,4,0,8,Blouse
2405,2139,35,Fabric is soft and comfortable.,3,0,10,Sweater
2406,2299,27,Size was too small.,1,1,1,Shorts
2407,2367,35,Material feels cheap.,5,0,3,Shirt
2408,2564,31,Perfect for summer.,3,0,20,Blouse
2409,2298,34,Color faded after first wash.,2,1,16,Pants
2410,2836,24,Would buy again!,4,0,18,Skirt
2411,2079,48,Amazing fit and stylish.,2,1,4,Jacket
2412,2640,49,Would buy again!,2,1,7,Jeans
2413,2397,25,"Great quality, loved it!",4,0,3,Dress
2414,2199,28,"Great quality, loved it!",3,1,5,Shirt
2415,2831,41,Size was too small.,2,0,7,Skirt
2416,2498,30,Size was too small.,5,1,2,Skirt
2417,2043,40,Color faded after first wash.,2,1,20,Blouse
2418,2717,45,Amazing fit and stylish.,4,0,19,Shorts
2419,2575,54,Would buy again!,3,0,3,Skirt
2420,2561,57,Amazing fit and stylish.,2,1,15,Skirt
2421,2133,26,Material feels cheap.,4,1,12,Sweater
2422,2084,34,Would buy again!,2,0,19,Jeans
2423,2386,46,Highly recommended!,2,0,14,Pants
2424,2267,28,Size was too small.,1,1,19,Blouse
2425,2020,33,"Great quality, loved it!",3,0,15,Blouse
2426,2645,26,Highly recommended!,1,1,18,Jacket
2427,2657,58,Fabric is soft and comfortable.,4,0,14,Shorts
2428,2621,60,Amazing fit and stylish.,2,0,20,Pants
2429,2599,45,Fabric is soft and comfortable.,2,1,15,Shirt
2430,2523,49,Size was too small.,4,0,18,Sweater
2431,2469,38,Highly recommended!,2,0,13,Jacket
2432,2545,43,Highly recommended!,3,1,18,Shorts
2433,2533,50,Color faded after first wash.,3,1,16,Sweater
2434,2241,59,Fabric is soft and comfortable.,4,0,6,Sweater
2435,2043,59,Size was too small.,3,1,2,Pants
2436,2117,27,Perfect for summer.,2,1,18,Sweater
2437,2056,29,Amazing fit and stylish.,1,0,2,Skirt
2438,2318,30,Material feels cheap.,1,1,5,Jeans
2439,2780,58,Highly recommended!,2,1,6,Blouse
2440,2493,44,Not worth the price.,1,0,6,Shorts
2441,2638,37,Material feels cheap.,2,1,1,Sweater
2442,2267,44,Amazing fit and stylish.,4,1,14,Dress
2443,2070,60,Material feels cheap.,3,0,5,Jacket
2444,2405,26,Highly recommended!,2,1,13,Shorts
2445,2244,58,Not worth the price.,5,1,2,Dress
2446,2832,56,Not worth the price.,3,1,2,Dress
2447,2732,55,Fabric is soft and comfortable.,3,0,11,Jacket
2448,2498,29,Highly recommended!,5,0,16,Jacket
2449,2492,33,Fabric is soft and comfortable.,1,1,12,Shorts
2450,2027,49,Color faded after first wash.,5,1,14,Jeans
2451,2164,30,Would buy again!,2,0,5,Jeans
2452,2670,59,Amazing fit and stylish.,2,0,16,Pants
2453,2657,26,"Great quality, loved it!",1,0,0,T-shirt
2454,2875,28,Would buy again!,5,0,16,Blouse
2455,2817,55,Amazing fit and stylish.,2,1,16,T-shirt
2456,2561,19,Material feels cheap.,5,1,9,Blouse
2457,2828,60,Size was too small.,3,0,14,Blouse
2458,2024,60,Fabric is soft and comfortable.,3,0,8,Dress
2459,2583,50,Highly recommended!,1,1,3,Shirt
2460,2027,24,Highly recommended!,5,0,12,Jeans
2461,2293,21,Amazing fit and stylish.,4,1,18,Jacket
2462,2648,50,Amazing fit and stylish.,2,0,12,Shorts
2463,2607,55,Color faded after first wash.,4,0,3,Skirt
2464,2203,37,Would buy again!,4,1,18,Blouse
2465,2958,50,"Great quality, loved it!",4,1,7,Jacket
2466,2352,33,Not worth the price.,1,1,15,Shirt
2467,2508,45,Fabric is soft and comfortable.,5,1,19,Dress
2468,2560,29,"Great quality, loved it!",2,1,15,Jacket
2469,2533,34,Not worth the price.,5,0,9,T-shirt
2470,2200,49,Fabric is soft and comfortable.,2,1,11,T-shirt
2471,2881,49,Amazing fit and stylish.,3,0,1,Pants
2472,2629,48,Highly recommended!,5,0,18,Sweater
2473,2941,57,Would buy again!,4,0,11,Shorts
2474,2315,44,Perfect for summer.,1,1,16,Shorts
2475,2834,36,Amazing fit and stylish.,2,1,0,Skirt
2476,2964,18,"Great quality, loved it!",3,1,3,Jeans
2477,2880,23,Color faded after first wash.,4,1,7,Sweater
2478,2305,48,Color faded after first wash.,1,0,18,Jeans
2479,2924,20,Highly recommended!,5,1,19,Jeans
2480,2701,28,Material feels cheap.,2,0,11,Jacket
2481,2893,53,Color faded after first wash.,1,0,7,Pants
2482,2289,42,Fabric is soft and comfortable.,1,1,10,T-shirt
2483,2532,54,Perfect for summer.,5,1,4,Sweater
2484,2787,41,Would buy again!,4,1,16,Pants
2485,2452,30,Highly recommended!,2,1,3,Pants
2486,2266,30,Material feels cheap.,2,1,19,Skirt
2487,2812,52,Highly recommended!,2,0,1,Dress
2488,2848,49,Not worth the price.,3,0,17,Skirt
2489,2667,60,Color faded after first wash.,5,1,18,T-shirt
2490,2549,33,Size was too small.,4,0,7,Sweater
2491,2708,41,Material feels cheap.,5,0,16,Jeans
2492,2033,35,Amazing fit and stylish.,5,1,1,Blouse
2493,2793,51,Highly recommended!,5,1,20,Blouse
2494,2260,55,Material feels cheap.,4,1,20,Shorts
2495,2471,28,Would buy again!,5,0,3,Shorts
2496,2279,20,Perfect for summer.,2,1,2,Jeans
2497,2708,47,Color faded after first wash.,2,1,8,Jeans
2498,2330,25,Color faded after first wash.,2,1,20,T-shirt
2499,2567,35,Material feels cheap.,5,0,3,Shirt
2500,2461,27,"Great quality, loved it!",5,1,19,Jacket
2501,2455,31,Highly recommended!,2,0,15,Dress
2502,2532,60,Not worth the price.,2,1,2,Shorts
2503,2112,40,Perfect for summer.,1,0,7,Dress
2504,2396,49,Fabric is soft and comfortable.,1,0,1,Jacket
2505,2848,40,Size was too small.,4,1,1,Skirt
2506,2919,29,Fabric is soft and comfortable.,1,1,1,Jacket
2507,2121,57,Amazing fit and stylish.,2,0,12,Jacket
2508,2609,34,Amazing fit and stylish.,4,0,10,Skirt
2509,2413,34,Material feels cheap.,4,1,20,Shorts
2510,2574,33,"Great quality, loved it!",2,1,11,Sweater
2511,2222,25,Material feels cheap.,1,1,16,Skirt
2512,2227,45,Would buy again!,4,1,15,Dress
2513,2983,35,Not worth the price.,4,1,2,Shirt
2514,2193,22,Would buy again!,1,1,5,Shirt
2515,2388,54,Color faded after first wash.,5,0,1,Pants
2516,2751,47,Amazing fit and stylish.,3,0,18,Shorts
2517,2384,32,Amazing fit and stylish.,3,1,5,Blouse
2518,2791,36,Not worth the price.,5,1,13,Jacket
2519,2263,37,"Great quality, loved it!",2,1,15,Skirt
2520,2757,25,Would buy again!,3,0,12,Pants
2521,2844,31,Perfect for summer.,3,0,11,Shorts
2522,2951,38,Would buy again!,2,1,9,Blouse
2523,2149,19,Fabric is soft and comfortable.,4,1,12,Skirt
2524,2387,32,Not worth the price.,3,1,0,Dress
2525,2043,51,Color faded after first wash.,5,0,10,Dress
2526,2490,45,Material feels cheap.,3,1,16,T-shirt
2527,2815,21,"Great quality, loved it!",1,1,15,Dress
2528,2633,31,Size was too small.,1,1,14,Blouse
2529,2629,29,Perfect for summer.,2,1,3,Dress
2530,2329,50,Color faded after first wash.,2,0,0,Jeans
2531,2875,31,Amazing fit and stylish.,1,0,17,Shirt
2532,2711,26,Fabric is soft and comfortable.,1,1,6,Jacket
2533,2339,40,Color faded after first wash.,2,1,18,Skirt
2534,2092,34,Color faded after first wash.,1,0,6,Sweater
2535,2901,58,Size was too small.,5,1,4,Shorts
2536,2459,27,Color faded after first wash.,3,1,4,Skirt
2537,2759,36,Material feels cheap.,2,0,12,Sweater
2538,2542,41,Amazing fit and stylish.,3,1,14,Sweater
2539,2962,35,Material feels cheap.,5,0,16,Sweater
2540,2412,22,Would buy again!,4,0,15,Jeans
2541,2040,32,Highly recommended!,3,0,3,Shorts
2542,2381,58,Size was too small.,5,1,1,Jacket
2543,2670,53,Would buy again!,2,1,19,Blouse
2544,2006,60,Not worth the price.,2,1,2,Blouse
2545,2918,25,Would buy again!,4,0,2,T-shirt
2546,2508,34,Amazing fit and stylish.,3,0,14,Jacket
2547,2204,32,Would buy again!,2,1,2,Blouse
2548,2588,24,Perfect for summer.,5,0,2,Sweater
2549,2496,40,Highly recommended!,5,0,12,Pants
2550,2599,18,Size was too small.,1,1,9,Sweater
2551,2416,25,Not worth the price.,5,1,10,Jeans
2552,2068,37,Color faded after first wash.,5,1,7,Shorts
2553,2671,49,Material feels cheap.,4,0,6,Sweater
2554,2438,45,Highly recommended!,2,1,18,Jeans
2555,2359,53,Fabric is soft and comfortable.,5,0,2,Jacket
2556,2464,55,Would buy again!,3,1,17,Shorts
2557,2471,26,Color faded after first wash.,1,1,7,T-shirt
2558,2251,25,Color faded after first wash.,1,1,1,Blouse
2559,2253,53,Amazing fit and stylish.,4,0,7,Jacket
2560,2221,57,Amazing fit and stylish.,1,1,20,Blouse
2561,2918,56,Material feels cheap.,2,1,14,Shirt
2562,2403,60,Highly recommended!,3,0,9,Sweater
2563,2689,38,Material feels cheap.,1,1,20,Jeans
2564,2239,37,Fabric is soft and comfortable.,4,1,18,Pants
2565,2525,20,Would buy again!,4,1,0,Jacket
2566,2807,21,Would buy again!,5,1,5,Dress
2567,2212,22,Material feels cheap.,1,1,1,Pants
2568,2151,59,Material feels cheap.,4,1,5,Sweater
2569,2483,56,Not worth the price.,2,1,18,Dress
2570,2931,53,Size was too small.,5,0,2,Shorts
2571,2319,21,Material feels cheap.,3,1,8,Jacket
2572,2580,45,Material feels cheap.,1,1,4,Skirt
2573,2402,43,Amazing fit and stylish.,1,0,1,T-shirt
2574,2930,57,Perfect for summer.,3,0,20,T-shirt
2575,2549,54,Fabric is soft and comfortable.,1,1,17,Dress
2576,2344,27,Perfect for summer.,5,0,6,Skirt
2577,2937,40,Size was too small.,4,1,19,Pants
2578,2175,48,Color faded after first wash.,5,1,3,Shorts
2579,2140,53,Size was too small.,2,1,18,Blouse
2580,2783,29,Highly recommended!,1,1,11,Skirt
2581,2687,60,Material feels cheap.,1,0,16,Shirt
2582,2413,49,Would buy again!,2,1,17,T-shirt
2583,2337,51,Color faded after first wash.,2,1,20,Pants
2584,2960,19,Perfect for summer.,1,0,19,Blouse
2585,2458,41,Would buy again!,4,0,16,Sweater
2586,2734,56,Perfect for summer.,3,1,7,T-shirt
2587,2578,31,Would buy again!,2,1,3,Skirt
2588,2880,56,Not worth the price.,1,0,20,Sweater
2589,2685,36,Fabric is soft and comfortable.,5,0,11,Sweater
2590,2754,58,Would buy again!,1,0,0,Blouse
2591,2170,46,Perfect for summer.,3,1,4,Pants
2592,2028,41,Color faded after first wash.,5,1,12,Jacket
2593,2334,24,Perfect for summer.,5,1,4,Blouse
2594,2409,28,Fabric is soft and comfortable.,2,1,10,T-shirt
2595,2241,35,Perfect for summer.,1,1,5,Blouse
2596,2858,60,Would buy again!,3,0,20,Dress
2597,2357,44,Not worth the price.,3,1,5,Pants
2598,2060,35,Perfect for summer.,1,1,12,T-shirt
2599,2444,53,Size was too small.,2,0,18,Jacket
2600,2741,32,Size was too small.,2,0,17,Dress
2601,2370,37,Highly recommended!,5,1,2,Dress
2602,2039,51,Amazing fit and stylish.,3,1,17,Jacket
2603,2272,25,Not worth the price.,3,0,17,Sweater
2604,2781,50,Amazing fit and stylish.,4,0,14,T-shirt
2605,2659,23,Color faded after first wash.,5,1,10,Shorts
2606,2198,59,Size was too small.,4,0,7,Jeans
2607,2686,20,Perfect for summer.,4,0,10,Skirt
2608,2771,46,Material feels cheap.,1,1,4,Jacket
2609,2558,18,Color faded after first wash.,1,0,5,Shorts
2610,2872,58,"Great quality, loved it!",4,1,6,Jeans
2611,2900,49,Not worth the price.,5,0,3,Skirt
2612,2785,26,Not worth the price.,5,1,5,Dress
2613,2586,30,Not worth the price.,2,0,11,Skirt
2614,2175,36,Size was too small.,2,0,2,Skirt
2615,2046,36,Size was too small.,1,1,18,Blouse
2616,2566,25,Highly recommended!,3,1,17,Jeans
2617,2489,18,Would buy again!,1,1,10,Pants
2618,2432,31,"Great quality, loved it!",5,1,11,Dress
2619,2115,38,Amazing fit and stylish.,1,0,10,Dress
2620,2404,37,Size was too small.,2,0,18,Shirt
2621,2176,49,Not worth the price.,4,0,3,Jeans
2622,2512,51,Fabric is soft and comfortable.,3,0,17,Jeans
2623,2661,51,Color faded after first wash.,2,1,14,Jeans
2624,2756,50,Fabric is soft and comfortable.,2,1,3,T-shirt
2625,2901,35,Highly recommended!,1,1,16,Skirt
2626,2789,38,Amazing fit and stylish.,3,0,15,Blouse
2627,2888,49,Highly recommended!,5,1,11,Skirt
2628,2951,58,Highly recommended!,3,1,13,Pants
2629,2250,34,Fabric is soft and comfortable.,2,1,6,Shirt
2630,2988,56,Material feels cheap.,5,0,7,Skirt
2631,2312,18,Highly recommended!,4,1,19,Dress
2632,2655,19,"Great quality, loved it!",3,0,5,Shirt
2633,2281,38,Perfect for summer.,3,1,13,T-shirt
2634,2492,35,Would buy again!,5,1,17,Shirt
2635,2196,36,Size was too small.,1,1,9,Shorts
2636,2391,29,Perfect for summer.,4,0,16,Shirt
2637,2669,54,Highly recommended!,2,0,0,Jeans
2638,2490,24,Size was too small.,5,1,11,Sweater
2639,2419,49,Highly recommended!,2,1,17,Shirt
2640,2184,38,Highly recommended!,5,1,16,Skirt
2641,2813,54,Color faded after first wash.,4,0,20,Sweater
2642,2978,38,Would buy again!,2,1,2,Jacket
2643,2962,38,Color faded after first wash.,1,0,0,Sweater
2644,2677,49,Highly recommended!,3,1,4,Jacket
2645,2287,34,Highly recommended!,1,1,17,Shirt
2646,2092,44,Color faded after first wash.,3,1,12,Dress
2647,2843,31,Size was too small.,4,1,9,Pants
2648,2794,48,Amazing fit and stylish.,5,1,12,Blouse
2649,2550,19,Color faded after first wash.,2,0,3,Sweater
2650,2844,18,"Great quality, loved it!",1,1,10,T-shirt
2651,2903,31,Material feels cheap.,2,1,19,Shirt
2652,2480,33,Perfect for summer.,4,0,17,T-shirt
2653,2901,56,Not worth the price.,3,1,16,Shorts
2654,2693,54,Would buy again!,3,0,20,Shorts
2655,2971,53,Material feels cheap.,5,1,2,Skirt
2656,2599,49,Perfect for summer.,2,1,13,Skirt
2657,2639,29,Would buy again!,4,1,10,Jacket
2658,2008,24,"Great quality, loved it!",5,0,19,Jacket
2659,2376,18,Highly recommended!,4,0,11,Jeans
2660,2316,55,"Great quality, loved it!",2,0,14,Jeans
2661,2739,32,Not worth the price.,2,1,6,T-shirt
2662,2104,28,Would buy again!,3,1,6,Skirt
2663,2790,51,Material feels cheap.,2,0,15,Shorts
2664,2125,43,Fabric is soft and comfortable.,5,0,6,Skirt
2665,2394,56,Size was too small.,4,0,10,Jeans
2666,2679,55,Amazing fit and stylish.,5,0,13,Pants
2667,2789,55,"Great quality, loved it!",2,1,12,Blouse
2668,2574,22,"Great quality, loved it!",5,1,3,Blouse
2669,2177,54,Highly recommended!,1,0,0,Shirt
2670,2291,54,Perfect for summer.,4,0,3,Sweater
2671,2363,41,Perfect for summer.,3,1,10,Jeans
2672,2942,59,Fabric is soft and comfortable.,1,1,3,Blouse
2673,2344,49,Fabric is soft and comfortable.,2,0,19,Jeans
2674,2108,39,Material feels cheap.,1,1,2,Sweater
2675,2781,48,Material feels cheap.,2,0,8,Dress
2676,2527,34,"Great quality, loved it!",1,0,11,Blouse
2677,2510,46,Not worth the price.,3,0,18,Blouse
2678,2111,56,Not worth the price.,4,1,14,Blouse
2679,2279,33,Perfect for summer.,4,1,2,Jacket
2680,2616,27,Fabric is soft and comfortable.,4,0,11,Dress
2681,2149,29,Size was too small.,2,1,2,T-shirt
2682,2146,33,Perfect for summer.,4,0,18,Skirt
2683,2450,28,"Great quality, loved it!",5,1,13,Dress
2684,2584,33,Perfect for summer.,2,1,18,Jeans
2685,2648,48,Fabric is soft and comfortable.,5,0,20,T-shirt
2686,2249,28,Material feels cheap.,3,1,16,Sweater
2687,2353,26,Size was too small.,3,1,10,Shirt
2688,2659,25,Color faded after first wash.,2,0,0,Sweater
2689,2749,26,Highly recommended!,4,1,5,Jacket
2690,2639,54,Would buy again!,3,1,6,Shorts
2691,2105,57,"Great quality, loved it!",2,0,20,Pants
2692,2823,44,Material feels cheap.,3,0,12,Pants
2693,2053,59,Amazing fit and stylish.,4,1,6,Shirt
2694,2991,39,Would buy again!,5,0,18,T-shirt
2695,2499,23,Material feels cheap.,4,0,15,Shirt
2696,2405,41,Material feels cheap.,4,0,18,Pants
2697,2233,56,Highly recommended!,4,1,10,Blouse
2698,2478,59,Perfect for summer.,2,1,6,Blouse
2699,2913,28,Highly recommended!,3,0,13,Pants
2700,2965,60,Fabric is soft and comfortable.,2,1,11,Skirt
2701,2639,35,Fabric is soft and comfortable.,1,0,13,Jeans
2702,2209,34,Fabric is soft and comfortable.,1,0,12,Shirt
2703,2531,23,"Great quality, loved it!",3,0,20,Shirt
2704,2603,56,Material feels cheap.,4,0,7,Blouse
2705,2486,56,Color faded after first wash.,3,0,20,T-shirt
2706,2135,57,Perfect for summer.,3,1,14,Shorts
2707,2512,47,Would buy again!,3,0,0,Sweater
2708,2363,24,Would buy again!,2,1,15,Blouse
2709,2207,18,Perfect for summer.,5,0,10,Sweater
2710,2172,24,Would buy again!,1,1,2,Skirt
2711,2532,18,Would buy again!,3,0,14,Jeans
2712,2821,43,Color faded after first wash.,3,0,20,Sweater
2713,2370,26,Material feels cheap.,2,1,8,Jacket
2714,2969,51,Material feels cheap.,5,1,14,Blouse
2715,2953,59,Fabric is soft and comfortable.,1,0,18,Jacket
2716,2401,27,"Great quality, loved it!",1,1,9,Pants
2717,2370,31,Not worth the price.,5,0,13,Blouse
2718,2809,30,Amazing fit and stylish.,5,1,6,Blouse
2719,2928,20,"Great quality, loved it!",4,1,10,Skirt
2720,2092,57,Color faded after first wash.,3,1,2,Jeans
2721,2611,46,Size was too small.,4,0,9,Sweater
2722,2414,41,Amazing fit and stylish.,1,1,10,Jacket
2723,2674,60,"Great quality, loved it!",2,0,9,Jacket
2724,2327,22,Material feels cheap.,3,1,12,Skirt
2725,2804,40,Size was too small.,5,1,13,Pants
2726,2890,43,"Great quality, loved it!",1,0,13,Pants
2727,2852,34,Perfect for summer.,2,1,0,Shirt
2728,2077,30,Material feels cheap.,4,1,15,Jeans
2729,2419,46,Highly recommended!,5,1,19,Dress
2730,2982,55,Size was too small.,4,1,5,Jacket
2731,2462,22,Fabric is soft and comfortable.,1,1,1,Jeans
2732,2663,41,Amazing fit and stylish.,2,0,4,Sweater
2733,2621,59,Size was too small.,5,1,6,Pants
2734,2040,46,Not worth the price.,3,0,3,Dress
2735,2040,59,Size was too small.,2,1,5,T-shirt
2736,2660,44,Would buy again!,4,0,18,Sweater
2737,2949,46,Perfect for summer.,2,0,16,Jeans
2738,2107,40,Size was too small.,2,1,10,Dress
2739,2742,59,"Great quality, loved it!",5,1,13,Shirt
2740,2811,53,Highly recommended!,3,0,9,T-shirt
2741,2839,33,Not worth the price.,5,1,18,Jacket
2742,2034,51,Perfect for summer.,4,0,7,Shirt
2743,2603,38,Would buy again!,2,1,1,T-shirt
2744,2079,54,Perfect for summer.,3,0,11,Blouse
2745,2237,54,Size was too small.,5,0,18,Sweater
2746,2390,29,Material feels cheap.,2,0,11,T-shirt
2747,2248,35,Perfect for summer.,4,1,4,T-shirt
2748,2654,47,"Great quality, loved it!",3,0,14,Skirt
2749,2566,37,Amazing fit and stylish.,1,0,12,Sweater
2750,2034,27,Color faded after first wash.,2,1,16,Pants
2751,2912,34,Color faded after first wash.,5,1,3,Shorts
2752,2381,45,Size was too small.,1,0,2,T-shirt
2753,2758,50,Fabric is soft and comfortable.,4,1,14,Blouse
2754,2144,45,Size was too small.,5,0,15,Skirt
2755,2268,55,"Great quality, loved it!",3,1,4,Skirt
2756,2001,23,Not worth the price.,2,1,19,Shirt
2757,2364,35,Material feels cheap.,5,1,0,Shorts
2758,2337,48,Fabric is soft and comfortable.,1,0,15,Dress
2759,2463,59,"Great quality, loved it!",4,1,12,Dress
2760,2010,31,Amazing fit and stylish.,2,1,1,Blouse
2761,2280,54,"Great quality, loved it!",3,1,2,Jeans
2762,2158,38,Not worth the price.,1,1,13,Jacket
2763,2377,35,Size was too small.,2,0,17,T-shirt
2764,2099,51,Not worth the price.,2,1,20,Sweater
2765,2478,43,Size was too small.,1,1,14,Jacket
2766,2991,18,Color faded after first wash.,4,1,13,T-shirt
2767,2720,50,Amazing fit and stylish.,5,1,13,Shorts
2768,2176,38,"Great quality, loved it!",3,1,13,Dress
2769,2047,41,Amazing fit and stylish.,4,1,16,Jacket
2770,2187,46,Fabric is soft and comfortable.,3,1,3,Blouse
2771,2896,37,Amazing fit and stylish.,4,1,15,Blouse
2772,2273,26,Highly recommended!,2,1,5,Shorts
2773,2560,20,Material feels cheap.,5,1,3,Jacket
2774,2614,46,Color faded after first wash.,4,1,20,Shirt
2775,2209,27,Not worth the price.,4,0,6,Sweater
2776,2409,18,Fabric is soft and comfortable.,2,1,1,Sweater
2777,2294,24,Not worth the price.,2,1,20,Pants
2778,2953,47,Color faded after first wash.,2,1,11,Shorts
2779,2340,45,Amazing fit and stylish.,1,0,8,Dress
2780,2462,21,Not worth the price.,5,0,0,Shirt
2781,2745,29,Highly recommended!,1,0,1,Shorts
2782,2847,59,Amazing fit and stylish.,3,1,2,Dress
2783,2110,41,Amazing fit and stylish.,4,0,12,Jacket
2784,2070,36,Would buy again!,3,0,9,Shirt
2785,2729,40,Color faded after first wash.,2,1,19,Pants
2786,2968,46,Material feels cheap.,5,1,10,Dress
2787,2239,22,Perfect for summer.,4,0,8,Jeans
2788,2113,58,Perfect for summer.,5,1,1,Dress
2789,2191,37,Material feels cheap.,3,1,20,T-shirt
2790,2811,38,Not worth the price.,4,0,14,Dress
2791,2458,60,Highly recommended!,1,0,7,Skirt
2792,2328,32,Material feels cheap.,5,0,4,Skirt
2793,2484,23,Fabric is soft and comfortable.,5,0,20,Blouse
2794,2063,35,Would buy again!,1,1,7,Blouse
2795,2081,55,Highly recommended!,3,0,14,Blouse
2796,2577,27,Size was too small.,3,0,12,Blouse
2797,2480,57,Size was too small.,3,1,5,Blouse
2798,2738,39,Not worth the price.,4,0,11,Blouse
2799,2551,50,Color faded after first wash.,3,1,14,Shorts
2800,2662,33,Amazing fit and stylish.,2,0,13,Shorts
2801,2978,58,Amazing fit and stylish.,5,1,0,Shirt
2802,2816,18,Color faded after first wash.,1,1,18,Pants
2803,2567,35,Not worth the price.,1,1,19,Pants
2804,2127,21,Perfect for summer.,2,0,16,Shorts
2805,2204,34,"Great quality, loved it!",3,0,5,Jeans
2806,2015,58,Color faded after first wash.,1,0,16,Sweater
2807,2492,20,"Great quality, loved it!",1,0,9,Dress
2808,2752,32,Highly recommended!,2,0,16,Pants
2809,2727,45,Material feels cheap.,2,1,6,Skirt
2810,2411,36,Amazing fit and stylish.,5,1,10,Shirt
2811,2498,35,Not worth the price.,1,1,12,Skirt
2812,2888,52,Amazing fit and stylish.,4,0,10,Blouse
2813,2662,46,Amazing fit and stylish.,1,0,7,Dress
2814,2040,27,Material feels cheap.,3,0,5,Sweater
2815,2123,40,Color faded after first wash.,5,0,15,Skirt
2816,2146,33,Material feels cheap.,2,0,10,Blouse
2817,2483,27,Amazing fit and stylish.,1,0,2,Jeans
2818,2469,34,Perfect for summer.,3,1,14,Jeans
2819,2607,18,Highly recommended!,3,1,7,Shirt
2820,2007,20,Material feels cheap.,2,0,20,Jeans
2821,2209,49,"Great quality, loved it!",4,1,18,Shorts
2822,2710,34,Size was too small.,1,0,1,T-shirt
2823,2091,48,Highly recommended!,4,1,6,Pants
2824,2798,36,Size was too small.,1,0,20,Dress
2825,2509,54,Color faded after first wash.,5,0,16,Sweater
2826,2906,42,Material feels cheap.,3,1,12,Sweater
2827,2797,23,Would buy again!,4,0,0,Dress
2828,2507,58,Highly recommended!,3,1,13,T-shirt
2829,2649,42,Color faded after first wash.,4,1,14,Dress
